run_id,case_id,seed,system,setting,model,temperature,max_tokens,round_cap,rag_enabled,rag_fallback_used,fallback_tainted,retry_used,retry_count,runtime_seconds,n_phase1_agents,n_phase1_elements,n_phase2_negotiations,n_phase2_steps,n_phase3_elements,n_phase3_connections,conflict_resolution_rate,chv,mdc,semantic_preservation_f1,semantic_p2_vs_p1_f1,s_logic,topology_is_valid,deterministic_is_valid,compliance_coverage,s_term,iso29148_unambiguous,iso29148_correctness,iso29148_verifiability,iso29148_set_consistency,iso29148_set_feasibility,blind_eval_run_id,judge_pipeline_hash,validation_passed,non_comparable_reason
iredev-ad-negotiation_integration_verification-s101,AD,101,iredev,negotiation_integration_verification,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.184156,6,30,6,12,30,24,0.0,0.008333,0.731039,0.921063,1.0,1.0,1,1,0.1,1.0,5.0,5.0,3.2,5.0,2.84,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,
quare-ad-negotiation_integration_verification-s101,AD,101,quare,negotiation_integration_verification,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.153498,5,35,5,14,35,30,1.0,0.00305,0.666104,0.948321,1.0,1.0,1,1,0.9,0.666667,4.266667,5.0,4.8,5.0,4.76,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,
mare-ad-single_agent-s202,AD,202,mare,single_agent,gpt-4o-mini,0.7,4000,3,True,False,False,False,0,0.056504,1,7,0,0,7,6,0.0,0.000699,0.016991,0.938788,0.0,1.0,1,0,0.2,1.0,5.0,3.8,1.4,5.0,1.48,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,True,single_agent_baseline_partial_phase_equivalence
iredev-ad-single_agent-s202,AD,202,iredev,single_agent,gpt-4o-mini,0.7,4000,3,True,False,False,False,0,0.021792,1,7,0,0,7,6,0.0,0.000699,0.016991,0.938788,0.0,1.0,1,0,0.2,1.0,5.0,3.8,1.4,5.0,1.48,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,True,single_agent_baseline_partial_phase_equivalence
quare-ad-single_agent-s202,AD,202,quare,single_agent,gpt-4o-mini,0.7,4000,3,True,False,False,False,0,0.037852,1,7,0,0,7,6,0.0,0.000699,0.016991,0.938788,0.0,1.0,1,0,0.2,1.0,5.0,3.8,1.4,5.0,1.48,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,True,single_agent_baseline_partial_phase_equivalence
mare-ad-multi_agent_without_negotiation-s202,AD,202,mare,multi_agent_without_negotiation,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.144143,5,22,0,0,22,17,0.0,0.003894,0.783733,0.910021,0.0,1.0,1,0,0.1,1.0,5.0,3.8,1.2,5.0,1.24,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,negotiation_and_verification_not_executed_for_setting
iredev-ad-multi_agent_without_negotiation-s202,AD,202,iredev,multi_agent_without_negotiation,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.14111,6,30,0,0,30,24,0.0,0.008333,0.644074,0.929599,0.0,1.0,1,0,0.133333,1.0,5.0,3.8,1.266666,5.0,1.319999,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,negotiation_and_verification_not_executed_for_setting
quare-ad-multi_agent_without_negotiation-s202,AD,202,quare,multi_agent_without_negotiation,gpt-4o-mini,0.7,4000,3,True,False,False,False,0,0.099706,5,35,0,0,35,30,0.0,0.003411,0.666918,0.946061,0.0,1.0,1,0,0.9,0.666667,4.266667,3.8,2.8,5.0,3.16,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,True,negotiation_and_verification_not_executed_for_setting
mare-ad-multi_agent_with_negotiation-s202,AD,202,mare,multi_agent_with_negotiation,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.077993,5,22,5,10,6,5,1.0,8.7e-05,0.753384,0.872948,0.936814,1.0,1,0,0.0,1.0,5.0,3.8,1.0,5.0,1.0,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,verification_not_executed_for_setting
iredev-ad-multi_agent_with_negotiation-s202,AD,202,iredev,multi_agent_with_negotiation,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.149201,6,30,6,12,7,6,0.0,0.002041,0.562703,0.929156,1.0,1.0,1,0,0.066667,1.0,5.0,3.8,1.133334,5.0,1.160001,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,verification_not_executed_for_setting
quare-ad-multi_agent_with_negotiation-s202,AD,202,quare,multi_agent_with_negotiation,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.173899,5,35,5,14,7,6,1.0,0.000236,0.634928,0.95373,1.0,1.0,1,0,0.233333,1.0,5.0,3.8,1.466666,5.0,1.559999,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,verification_not_executed_for_setting
mare-ad-negotiation_integration_verification-s202,AD,202,mare,negotiation_integration_verification,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.086452,5,22,5,10,22,17,1.0,0.003895,0.783686,0.878996,0.936814,1.0,1,1,0.1,1.0,5.0,5.0,3.2,5.0,2.84,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,
iredev-ad-negotiation_integration_verification-s202,AD,202,iredev,negotiation_integration_verification,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.161693,6,30,6,12,30,24,0.0,0.008333,0.644074,0.929599,1.0,1.0,1,1,0.133333,1.0,5.0,5.0,3.266666,5.0,2.919999,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,
quare-ad-negotiation_integration_verification-s202,AD,202,quare,negotiation_integration_verification,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.163181,5,35,5,14,35,30,1.0,0.003411,0.666918,0.946061,1.0,1.0,1,1,0.9,0.666667,4.266667,5.0,4.8,5.0,4.76,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,
mare-ad-single_agent-s303,AD,303,mare,single_agent,gpt-4o-mini,0.7,4000,3,True,False,False,False,0,0.03016,1,7,0,0,7,6,0.0,0.000991,0.022264,0.930606,0.0,1.0,1,0,0.2,1.0,5.0,3.8,1.4,5.0,1.48,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,True,single_agent_baseline_partial_phase_equivalence
iredev-ad-single_agent-s303,AD,303,iredev,single_agent,gpt-4o-mini,0.7,4000,3,True,False,False,False,0,0.024029,1,7,0,0,7,6,0.0,0.000991,0.022264,0.930606,0.0,1.0,1,0,0.2,1.0,5.0,3.8,1.4,5.0,1.48,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,True,single_agent_baseline_partial_phase_equivalence
quare-ad-single_agent-s303,AD,303,quare,single_agent,gpt-4o-mini,0.7,4000,3,True,False,False,False,0,0.038519,1,7,0,0,7,6,0.0,0.000991,0.022264,0.930606,0.0,1.0,1,0,0.2,1.0,5.0,3.8,1.4,5.0,1.48,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,True,single_agent_baseline_partial_phase_equivalence
mare-ad-multi_agent_without_negotiation-s303,AD,303,mare,multi_agent_without_negotiation,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.038005,5,22,0,0,22,17,0.0,0.003806,0.747161,0.907605,0.0,1.0,1,0,0.066667,1.0,5.0,3.8,1.133334,5.0,1.160001,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,negotiation_and_verification_not_executed_for_setting
iredev-ad-multi_agent_without_negotiation-s303,AD,303,iredev,multi_agent_without_negotiation,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.152065,6,30,0,0,30,24,0.0,0.008333,0.635259,0.915519,0.0,1.0,1,0,0.133333,1.0,5.0,3.8,1.266666,5.0,1.319999,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,negotiation_and_verification_not_executed_for_setting
quare-ad-multi_agent_without_negotiation-s303,AD,303,quare,multi_agent_without_negotiation,gpt-4o-mini,0.7,4000,3,True,False,False,False,0,0.059384,5,35,0,0,35,30,0.0,0.003478,0.667928,0.948383,0.0,1.0,1,0,0.933333,0.666667,4.266667,3.8,2.866666,5.0,3.239999,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,True,negotiation_and_verification_not_executed_for_setting
mare-ad-multi_agent_with_negotiation-s303,AD,303,mare,multi_agent_with_negotiation,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.065797,5,22,5,10,6,5,1.0,5.2e-05,0.659672,0.874618,0.93558,1.0,1,0,0.0,1.0,5.0,3.8,1.0,5.0,1.0,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,verification_not_executed_for_setting
iredev-ad-multi_agent_with_negotiation-s303,AD,303,iredev,multi_agent_with_negotiation,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.178856,6,30,6,12,7,6,0.0,0.001428,0.515012,0.919233,1.0,1.0,1,0,0.066667,1.0,5.0,3.8,1.133334,5.0,1.160001,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,verification_not_executed_for_setting
quare-ad-multi_agent_with_negotiation-s303,AD,303,quare,multi_agent_with_negotiation,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.166164,5,35,5,14,7,6,1.0,0.000213,0.63634,0.944428,1.0,1.0,1,0,0.166667,1.0,5.0,3.8,1.333334,5.0,1.400001,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,verification_not_executed_for_setting
mare-ad-negotiation_integration_verification-s303,AD,303,mare,negotiation_integration_verification,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.101845,5,22,5,10,22,17,1.0,0.003808,0.747176,0.876212,0.93558,1.0,1,1,0.066667,1.0,5.0,5.0,3.133334,5.0,2.760001,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,
iredev-ad-negotiation_integration_verification-s303,AD,303,iredev,negotiation_integration_verification,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.162665,6,30,6,12,30,24,0.0,0.008333,0.635259,0.915519,1.0,1.0,1,1,0.133333,1.0,5.0,5.0,3.266666,5.0,2.919999,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,
quare-ad-negotiation_integration_verification-s303,AD,303,quare,negotiation_integration_verification,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.141578,5,35,5,14,35,30,1.0,0.003478,0.667928,0.948383,1.0,1.0,1,1,0.933333,0.666667,4.266667,5.0,4.866666,5.0,4.839999,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,
mare-atm-single_agent-s101,ATM,101,mare,single_agent,gpt-4o-mini,0.7,4000,3,True,False,False,False,0,0.023787,1,7,0,0,7,6,0.0,0.0,0.0,0.937011,0.0,1.0,1,0,0.6,0.285714,3.428571,3.8,2.2,5.0,2.44,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,True,single_agent_baseline_partial_phase_equivalence
iredev-atm-single_agent-s101,ATM,101,iredev,single_agent,gpt-4o-mini,0.7,4000,3,True,False,False,False,0,0.053196,1,7,0,0,7,6,0.0,0.0,0.0,0.937011,0.0,1.0,1,0,0.6,0.285714,3.428571,3.8,2.2,5.0,2.44,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,True,single_agent_baseline_partial_phase_equivalence
quare-atm-single_agent-s101,ATM,101,quare,single_agent,gpt-4o-mini,0.7,4000,3,True,False,False,False,0,0.017016,1,7,0,0,7,6,0.0,0.0,0.0,0.937011,0.0,1.0,1,0,0.6,0.285714,3.428571,3.8,2.2,5.0,2.44,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,True,single_agent_baseline_partial_phase_equivalence
mare-atm-multi_agent_without_negotiation-s101,ATM,101,mare,multi_agent_without_negotiation,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.086327,5,21,0,0,21,16,0.0,0.001691,0.835025,0.906433,0.0,1.0,1,0,0.4,0.666667,4.266667,3.8,1.8,5.0,1.96,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,negotiation_and_verification_not_executed_for_setting
iredev-atm-multi_agent_without_negotiation-s101,ATM,101,iredev,multi_agent_without_negotiation,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.167503,6,30,0,0,30,24,0.0,0.007772,0.77551,0.918151,0.0,1.0,1,0,0.4,0.5,3.9,3.8,1.8,5.0,1.96,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,negotiation_and_verification_not_executed_for_setting
quare-atm-multi_agent_without_negotiation-s101,ATM,101,quare,multi_agent_without_negotiation,gpt-4o-mini,0.7,4000,3,True,False,False,False,0,0.083111,5,35,0,0,35,30,0.0,0.004829,0.677957,0.95425,0.0,1.0,1,0,1.0,0.142857,3.114285,3.8,3.0,5.0,3.4,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,True,negotiation_and_verification_not_executed_for_setting
mare-atm-multi_agent_with_negotiation-s101,ATM,101,mare,multi_agent_with_negotiation,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.052026,5,21,5,10,6,5,0.0,2.7e-05,0.753594,0.903114,1.0,1.0,1,0,0.1,0.666667,4.266667,3.8,1.2,5.0,1.24,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,verification_not_executed_for_setting
iredev-atm-multi_agent_with_negotiation-s101,ATM,101,iredev,multi_agent_with_negotiation,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.176385,6,30,6,12,7,6,0.0,0.005881,0.688579,0.912983,1.0,1.0,1,0,0.2,0.5,3.9,3.8,1.4,5.0,1.48,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,verification_not_executed_for_setting
quare-atm-multi_agent_with_negotiation-s101,ATM,101,quare,multi_agent_with_negotiation,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.193631,5,35,5,10,7,6,0.0,0.000109,0.631631,0.950794,1.0,1.0,1,0,0.7,0.285714,3.428571,3.8,2.4,5.0,2.68,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,verification_not_executed_for_setting
mare-atm-negotiation_integration_verification-s101,ATM,101,mare,negotiation_integration_verification,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.151742,5,21,5,10,21,16,0.0,0.001691,0.835025,0.906433,1.0,1.0,1,1,0.4,0.666667,4.266667,5.0,3.8,5.0,3.56,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,
iredev-atm-negotiation_integration_verification-s101,ATM,101,iredev,negotiation_integration_verification,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.155596,6,30,6,12,30,24,0.0,0.007772,0.77551,0.918151,1.0,1.0,1,1,0.4,0.5,3.9,5.0,3.8,5.0,3.56,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,
quare-atm-negotiation_integration_verification-s101,ATM,101,quare,negotiation_integration_verification,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.133228,5,35,5,10,35,30,0.0,0.004829,0.677957,0.95425,1.0,1.0,1,1,1.0,0.142857,3.114285,5.0,5.0,5.0,5.0,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,
mare-atm-single_agent-s202,ATM,202,mare,single_agent,gpt-4o-mini,0.7,4000,3,True,False,False,False,0,0.032241,1,7,0,0,7,6,0.0,0.0,0.0,0.935422,0.0,1.0,1,0,0.6,0.285714,3.428571,3.8,2.2,5.0,2.44,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,True,single_agent_baseline_partial_phase_equivalence
iredev-atm-single_agent-s202,ATM,202,iredev,single_agent,gpt-4o-mini,0.7,4000,3,True,False,False,False,0,0.046903,1,7,0,0,7,6,0.0,0.0,0.0,0.935422,0.0,1.0,1,0,0.6,0.285714,3.428571,3.8,2.2,5.0,2.44,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,True,single_agent_baseline_partial_phase_equivalence
quare-atm-single_agent-s202,ATM,202,quare,single_agent,gpt-4o-mini,0.7,4000,3,True,False,False,False,0,0.026243,1,7,0,0,7,6,0.0,0.0,0.0,0.935422,0.0,1.0,1,0,0.6,0.285714,3.428571,3.8,2.2,5.0,2.44,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,True,single_agent_baseline_partial_phase_equivalence
mare-atm-multi_agent_without_negotiation-s202,ATM,202,mare,multi_agent_without_negotiation,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.046243,5,21,0,0,21,16,0.0,0.001691,0.835025,0.90872,0.0,1.0,1,0,0.4,0.666667,4.266667,3.8,1.8,5.0,1.96,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,negotiation_and_verification_not_executed_for_setting
iredev-atm-multi_agent_without_negotiation-s202,ATM,202,iredev,multi_agent_without_negotiation,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.143298,6,30,0,0,30,24,0.0,0.007769,0.775492,0.930075,0.0,1.0,1,0,0.4,0.5,3.9,3.8,1.8,5.0,1.96,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,negotiation_and_verification_not_executed_for_setting
quare-atm-multi_agent_without_negotiation-s202,ATM,202,quare,multi_agent_without_negotiation,gpt-4o-mini,0.7,4000,3,True,False,False,False,0,0.086566,5,35,0,0,35,30,0.0,0.004673,0.67699,0.955069,0.0,1.0,1,0,1.0,0.142857,3.114285,3.8,3.0,5.0,3.4,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,True,negotiation_and_verification_not_executed_for_setting
mare-atm-multi_agent_with_negotiation-s202,ATM,202,mare,multi_agent_with_negotiation,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.076822,5,21,5,10,6,5,0.0,2.7e-05,0.753594,0.906256,1.0,1.0,1,0,0.1,0.666667,4.266667,3.8,1.2,5.0,1.24,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,verification_not_executed_for_setting
iredev-atm-multi_agent_with_negotiation-s202,ATM,202,iredev,multi_agent_with_negotiation,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.125475,6,30,6,12,7,6,0.0,0.005881,0.688579,0.93311,1.0,1.0,1,0,0.2,0.666667,4.266667,3.8,1.4,5.0,1.48,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,verification_not_executed_for_setting
quare-atm-multi_agent_with_negotiation-s202,ATM,202,quare,multi_agent_with_negotiation,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.145058,5,35,5,10,7,6,0.0,0.000106,0.631463,0.946699,1.0,1.0,1,0,0.7,0.333333,3.533333,3.8,2.4,5.0,2.68,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,verification_not_executed_for_setting
mare-atm-negotiation_integration_verification-s202,ATM,202,mare,negotiation_integration_verification,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.115667,5,21,5,10,21,16,0.0,0.001691,0.835025,0.90872,1.0,1.0,1,1,0.4,0.666667,4.266667,5.0,3.8,5.0,3.56,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,
iredev-atm-negotiation_integration_verification-s202,ATM,202,iredev,negotiation_integration_verification,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.152068,6,30,6,12,30,24,0.0,0.007769,0.775492,0.930075,1.0,1.0,1,1,0.4,0.5,3.9,5.0,3.8,5.0,3.56,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,
quare-atm-negotiation_integration_verification-s202,ATM,202,quare,negotiation_integration_verification,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.14835,5,35,5,10,35,30,0.0,0.004673,0.67699,0.955069,1.0,1.0,1,1,1.0,0.142857,3.114285,5.0,5.0,5.0,5.0,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,
mare-atm-single_agent-s303,ATM,303,mare,single_agent,gpt-4o-mini,0.7,4000,3,True,False,False,False,0,0.026698,1,7,0,0,7,6,0.0,0.0,0.0,0.936097,0.0,1.0,1,0,0.7,0.2,3.24,3.8,2.4,5.0,2.68,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,True,single_agent_baseline_partial_phase_equivalence
iredev-atm-single_agent-s303,ATM,303,iredev,single_agent,gpt-4o-mini,0.7,4000,3,True,False,False,False,0,0.022173,1,7,0,0,7,6,0.0,0.0,0.0,0.936097,0.0,1.0,1,0,0.7,0.2,3.24,3.8,2.4,5.0,2.68,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,True,single_agent_baseline_partial_phase_equivalence
quare-atm-single_agent-s303,ATM,303,quare,single_agent,gpt-4o-mini,0.7,4000,3,True,False,False,False,0,0.025696,1,7,0,0,7,6,0.0,0.0,0.0,0.936097,0.0,1.0,1,0,0.7,0.2,3.24,3.8,2.4,5.0,2.68,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,True,single_agent_baseline_partial_phase_equivalence
mare-atm-multi_agent_without_negotiation-s303,ATM,303,mare,multi_agent_without_negotiation,gpt-4o-mini,0.7,4000,3,True,False,True,False,0,0.037011,5,21,0,0,21,16,0.0,0.001691,0.835025,0.906656,0.0,1.0,1,0,0.4,0.2,3.24,3.8,1.8,5.0,1.96,,0dd214854aad9df58e5c633d44f4943502ced4e5c8e238a4073469e5b4a6a7f6,False,negotiation_and_verification_not_executed_for_setting
